year,river,numSuitablePatches,numRejuvPatches,numPopPatches,numFertilePop,avgPatchAge,avgPopAge,populated,turned,turned_suitable,turned_unsuitable,sddEvents,lddEvents
97,20,49,12,26,20,30.79591836734694,15.884615384615385,1,4,4,0,7,9
98,1,48,15,34,23,36.770833333333336,25.205882352941178,1,6,5,1,4,4
98,2,47,8,38,30,36.4468085106383,23.44736842105263,1,10,3,7,3,4
98,3,55,15,24,20,27.345454545454544,17.041666666666668,1,6,3,3,4,2
98,4,48,15,37,28,24.083333333333332,15.783783783783784,1,6,3,3,9,9
98,5,47,11,31,23,26.659574468085108,21.258064516129032,1,1,1,0,3,7
98,6,61,11,30,23,31.57377049180328,18.666666666666668,1,5,1,4,1,5
98,7,40,15,24,21,17.45,14.5,1,7,5,2,5,3
98,8,42,9,31,29,20.857142857142858,16.548387096774192,1,2,2,0,2,1
98,9,44,9,22,18,30.795454545454547,17.863636363636363,1,5,3,2,3,5
98,10,59,10,31,26,32.03389830508475,20.903225806451612,1,8,6,2,4,7
98,11,47,8,26,22,32.61702127659574,16.03846153846154,1,5,5,0,6,5
98,12,51,12,35,30,23.15686274509804,17.885714285714286,1,3,2,1,4,3
98,13,49,9,32,27,33.02040816326531,14.03125,1,2,1,1,3,6
98,14,49,10,26,22,23.857142857142858,13.307692307692308,1,5,4,1,3,3
98,15,52,10,35,29,32.25,21.34285714285714,1,0,0,0,3,6
98,16,48,14,35,23,30.5,20.085714285714285,1,6,3,3,4,6
98,17,52,7,40,30,26.21153846153846,17.325,1,10,4,6,2,3
98,18,56,10,19,16,33.910714285714285,17.105263157894736,1,6,1,5,2,2
98,19,48,11,24,17,29.0,21.291666666666668,1,10,4,6,3,2
98,20,53,11,29,19,29.471698113207548,15.03448275862069,1,4,1,3,4,7
99,1,52,17,35,25,34.01923076923077,21.742857142857144,1,2,0,2,3,9
99,2,43,9,35,26,34.0,21.457142857142856,1,6,5,1,5,6
99,3,55,14,24,18,25.418181818181818,17.666666666666668,1,4,3,1,4,8
99,4,48,14,37,27,24.520833333333332,16.16216216216216,1,4,3,1,7,11
99,5,48,9,31,23,27.104166666666668,22.129032258064516,1,5,1,4,1,5
99,6,58,11,28,24,33.10344827586207,19.892857142857142,1,4,4,0,4,5
99,7,43,15,25,19,17.162790697674417,14.52,1,2,0,2,4,5
99,8,44,10,32,28,20.90909090909091,16.9375,1,3,1,2,1,2
99,9,45,9,24,19,28.533333333333335,16.375,1,6,3,3,3,5
99,10,63,15,36,26,30.46031746031746,19.055555555555557,1,5,2,3,6,6
99,11,52,12,30,23,30.48076923076923,14.933333333333334,1,8,4,4,4,9
99,12,52,12,37,33,23.653846153846153,17.91891891891892,1,6,2,4,4,4
99,13,49,7,32,27,34.0,14.875,1,2,0,2,3,3
99,14,52,13,26,23,23.192307692307693,13.807692307692308,1,4,1,3,3,5
99,15,52,7,35,29,33.25,22.2,1,4,2,2,2,4
99,16,48,11,33,24,30.979166666666668,21.575757575757574,1,9,5,4,5,4
99,17,50,9,35,30,26.28,18.37142857142857,1,2,0,2,2,3
99,18,52,10,21,18,33.80769230769231,16.571428571428573,1,4,1,3,4,3
99,19,46,13,21,17,28.152173913043477,23.61904761904762,1,4,2,2,2,9
99,20,51,11,27,21,30.54901960784314,15.814814814814815,1,4,1,3,1,5
100,1,50,13,38,25,35.06,19.36842105263158,1,9,5,4,5,6
100,2,47,12,35,26,31.5531914893617,21.685714285714287,1,4,3,1,3,11
100,3,57,14,26,19,25.350877192982455,17.192307692307693,1,4,0,4,1,5
100,4,50,13,37,30,24.5,16.972972972972972,1,7,2,5,7,7
100,5,45,8,28,20,27.8,23.214285714285715,1,7,4,3,0,3
100,6,62,13,31,23,31.967741935483872,18.806451612903224,1,5,2,3,3,5
100,7,41,11,27,20,18.804878048780488,14.296296296296296,1,4,3,1,6,7
100,8,43,9,31,27,22.023255813953487,18.032258064516128,1,1,1,0,2,3
100,9,45,10,23,18,28.822222222222223,17.08695652173913,1,5,3,2,4,4
100,10,62,15,35,24,31.274193548387096,19.428571428571427,1,3,1,2,6,9
100,11,52,13,29,21,30.75,15.310344827586206,1,9,4,5,5,2
100,12,50,10,35,31,23.3,19.542857142857144,1,6,4,2,4,9
100,13,47,3,32,29,35.212765957446805,15.78125,1,9,4,5,2,5
100,14,50,13,26,20,24.24,13.846153846153847,1,6,2,4,4,4
100,15,52,6,34,29,33.84615384615385,23.352941176470587,1,3,1,2,3,0
100,16,49,13,35,28,28.081632653061224,18.428571428571427,1,6,5,1,2,3
100,17,48,9,35,29,27.5625,18.771428571428572,1,5,5,0,3,7
100,18,50,9,21,15,35.88,17.047619047619047,1,5,4,1,4,3
100,19,46,13,24,15,28.17391304347826,21.541666666666668,1,3,0,3,3,4
100,20,49,12,26,20,31.79591836734694,15.961538461538462,1,5,3,2,7,10
101,1,51,15,39,29,34.90196078431372,19.512820512820515,1,3,1,2,3,5
101,2,49,13,38,27,30.632653061224488,20.157894736842106,1,6,4,2,3,3
101,3,53,12,25,19,27.339622641509433,18.24,1,9,6,3,4,6
101,4,47,10,35,28,26.574468085106382,18.514285714285716,1,3,0,3,5,5
101,5,46,9,28,22,27.76086956521739,20.678571428571427,1,5,4,1,0,0
101,6,61,13,29,22,31.524590163934427,19.862068965517242,1,3,1,2,4,2
101,7,43,13,30,23,18.325581395348838,13.833333333333334,1,1,0,1,4,8
101,8,44,8,32,28,22.522727272727273,18.40625,1,3,1,2,1,7
101,9,46,11,24,19,28.26086956521739,15.791666666666666,1,4,2,2,3,5
101,10,61,13,38,26,31.868852459016395,17.736842105263158,1,5,2,3,4,4
101,11,51,15,28,23,30.41176470588235,15.392857142857142,1,4,4,0,6,12
101,12,52,10,38,31,23.173076923076923,18.894736842105264,1,3,2,1,8,7
101,13,46,6,31,27,31.934782608695652,14.580645161290322,1,4,2,2,4,7
101,14,48,12,25,20,21.291666666666668,14.0,1,4,1,3,2,3
101,15,51,6,33,29,34.294117647058826,23.393939393939394,1,10,4,6,1,2
101,16,53,17,35,30,26.32075471698113,18.485714285714284,1,5,2,3,4,5
101,17,53,13,37,30,25.962264150943398,18.675675675675677,1,6,3,3,6,10
101,18,53,11,21,16,34.64150943396226,17.61904761904762,1,6,1,5,2,5
101,19,43,8,24,16,29.74418604651163,22.208333333333332,1,3,3,0,5,5
101,20,50,11,27,18,30.3,13.407407407407407,1,2,1,1,2,5
102,1,50,13,38,30,36.48,20.789473684210527,1,10,5,5,4,4
102,2,51,15,37,31,30.19607843137255,21.324324324324323,1,2,0,2,2,3
102,3,56,14,26,19,26.267857142857142,17.615384615384617,1,4,2,2,3,6
102,4,44,7,33,28,26.954545454545453,20.303030303030305,1,3,2,1,5,3
102,5,49,10,27,24,26.693877551020407,21.925925925925927,1,11,4,7,2,1
102,6,60,9,28,23,31.75,18.321428571428573,1,4,1,3,3,2
102,7,42,9,30,25,19.69047619047619,14.633333333333333,1,9,4,5,6,6
102,8,43,7,33,27,23.162790697674417,18.060606060606062,1,2,1,1,1,6
102,9,46,10,23,19,29.195652173913043,17.08695652173913,1,7,4,3,2,4
102,10,60,13,35,27,32.8,19.285714285714285,1,3,2,1,6,7
102,11,55,17,29,20,29.2,12.517241379310345,1,7,2,5,4,7
102,12,53,11,40,31,23.20754716981132,18.3,1,5,3,2,5,6
102,13,46,7,31,25,32.15217391304348,14.483870967741936,1,4,2,2,2,4
102,14,46,9,24,21,22.434782608695652,14.791666666666666,1,6,4,2,3,4
102,15,49,8,29,25,34.775510204081634,25.0,1,3,1,2,2,2
102,16,52,17,34,26,26.557692307692307,18.264705882352942,1,4,2,2,3,9
102,17,53,14,40,27,26.037735849056602,17.35,1,4,1,3,2,10
102,18,49,8,19,14,32.775510204081634,19.736842105263158,1,4,2,2,1,4
102,19,46,9,25,17,28.804347826086957,22.12,1,4,3,1,5,4
102,20,50,10,27,22,31.0,13.88888888888889,1,7,3,4,1,2
103,1,50,13,38,28,33.78,20.68421052631579,1,6,4,2,6,11
103,2,49,14,36,30,31.918367346938776,22.305555555555557,1,2,1,1,2,4
103,3,56,13,27,21,26.678571428571427,17.814814814814813,1,7,3,4,6,4
103,4,45,8,33,27,26.42222222222222,20.060606060606062,1,7,5,2,7,6
103,5,46,12,23,18,27.456521739130434,24.043478260869566,1,6,3,3,2,5
103,6,58,8,28,23,32.56896551724138,17.357142857142858,1,5,2,3,3,4
103,7,41,10,28,22,18.878048780487806,14.178571428571429,1,8,6,2,5,8
103,8,43,6,33,27,23.790697674418606,18.454545454545453,1,7,4,3,0,2
103,9,47,12,21,16,29.04255319148936,18.571428571428573,1,5,3,2,4,3
103,10,61,12,37,26,32.868852459016395,18.594594594594593,1,5,2,3,5,9
103,11,52,15,29,22,30.884615384615383,12.413793103448276,1,2,2,0,5,5
103,12,54,10,39,32,23.685185185185187,19.564102564102566,1,1,1,0,7,9
103,13,46,9,30,26,32.54347826086956,15.033333333333333,1,10,6,4,2,11
103,14,48,11,27,23,21.770833333333332,14.222222222222221,1,1,1,0,2,4
103,15,48,7,29,24,36.0,25.379310344827587,1,4,0,4,1,3
103,16,52,16,35,27,26.134615384615383,16.514285714285716,1,4,0,4,3,4
103,17,51,13,40,32,26.80392156862745,17.275,1,3,3,0,5,5
103,18,49,7,20,16,32.83673469387755,19.7,1,4,1,3,0,1
103,19,48,10,27,19,26.833333333333332,18.296296296296298,1,2,1,1,2,3
103,20,49,8,25,22,31.755102040816325,14.68,1,5,3,2,1,1
104,1,52,13,39,27,32.71153846153846,18.076923076923077,1,3,0,3,2,3
104,2,49,13,35,28,32.61224489795919,23.257142857142856,1,6,3,3,5,2
104,3,55,13,27,20,27.01818181818182,18.296296296296298,1,4,2,2,3,4
104,4,48,9,35,28,25.625,19.8,1,2,1,1,3,3
104,5,46,12,26,18,28.17391304347826,22.23076923076923,1,10,5,5,2,4
104,6,57,8,25,21,32.87719298245614,17.6,1,4,1,3,1,3
104,7,45,13,28,21,17.4,14.857142857142858,1,7,5,2,7,11
104,8,44,8,30,28,22.954545454545453,19.666666666666668,1,2,0,2,1,2
104,9,48,12,23,18,29.229166666666668,17.91304347826087,1,7,3,4,2,1
104,10,60,9,38,28,31.55,18.973684210526315,1,3,2,1,4,7
104,11,54,14,30,24,30.74074074074074,12.833333333333334,1,2,1,1,4,5
104,12,55,11,41,31,24.254545454545454,19.414634146341463,1,3,0,3,4,8
104,13,48,12,30,24,29.520833333333332,15.2,1,4,3,1,4,3
104,14,49,9,29,25,22.3265306122449,14.241379310344827,1,3,1,2,1,6
104,15,44,7,27,22,37.52272727272727,25.962962962962962,1,4,0,4,1,2
104,16,48,12,32,25,25.8125,17.75,1,2,1,1,3,5
104,17,54,12,43,33,26.314814814814813,16.976744186046513,1,8,6,2,12,8
104,18,47,8,20,18,33.5531914893617,19.1,1,3,1,2,0,2
104,19,48,9,27,23,27.6875,19.14814814814815,1,7,4,3,4,3
104,20,50,8,23,21,32.0,16.652173913043477,1,8,5,3,3,8
105,1,49,12,36,30,35.285714285714285,20.055555555555557,1,6,3,3,2,3
105,2,49,11,35,28,32.6530612244898,23.285714285714285,1,4,1,3,3,5
105,3,55,12,27,21,27.763636363636362,19.11111111111111,1,5,4,1,5,9
105,4,48,8,37,32,26.604166666666668,19.72972972972973,1,4,1,3,1,4
105,5,46,14,25,17,28.41304347826087,23.0,1,2,0,2,3,3
105,6,55,7,25,22,34.49090909090909,18.32,1,8,2,6,2,1
105,7,48,16,31,22,17.229166666666668,14.32258064516129,1,3,1,2,5,13
105,8,42,7,28,25,24.333333333333332,21.035714285714285,1,4,3,1,1,4
105,9,47,11,21,19,29.5531914893617,20.285714285714285,1,5,3,2,2,1
105,10,61,9,38,30,31.934426229508198,19.789473684210527,1,4,1,3,3,6
105,11,54,12,30,24,31.5,13.333333333333334,1,4,1,3,3,6
105,12,52,9,39,30,23.923076923076923,20.564102564102566,1,5,3,2,5,4
105,13,50,15,31,26,29.08,15.387096774193548,1,10,5,5,5,11
105,14,48,8,29,24,23.125,14.068965517241379,1,3,3,0,1,8
105,15,40,5,25,21,41.225,27.92,1,2,2,0,2,4
105,16,48,9,33,25,26.6875,17.90909090909091,1,5,2,3,4,4
105,17,58,17,46,35,25.189655172413794,14.76086956521739,1,5,3,2,7,17
105,18,46,7,21,18,34.869565217391305,19.142857142857142,1,4,2,2,1,2
105,19,49,10,26,20,26.428571428571427,17.615384615384617,1,5,2,3,3,4
105,20,52,11,27,20,30.307692307692307,13.185185185185185,1,4,2,2,3,7
106,1,49,13,35,29,35.53061224489796,20.857142857142858,1,5,3,2,3,6
106,2,47,9,31,24,34.170212765957444,23.29032258064516,1,6,3,3,3,1
106,3,58,16,27,19,27.103448275862068,19.444444444444443,1,3,1,2,3,8
106,4,46,6,35,31,28.5,21.4,1,6,5,1,4,7
106,5,44,12,23,15,28.045454545454547,20.869565217391305,1,3,2,1,5,6
106,6,51,7,24,21,34.705882352941174,17.916666666666668,1,3,2,1,2,4
106,7,47,14,32,21,18.04255319148936,14.4375,1,9,7,2,6,8
106,8,44,9,29,25,24.113636363636363,21.20689655172414,1,4,1,3,1,6
106,9,48,13,20,19,29.083333333333332,20.65,1,2,2,0,2,4
106,10,59,8,36,28,33.220338983050844,20.75,1,0,0,0,3,5
106,11,52,9,31,26,30.46153846153846,13.774193548387096,1,6,2,4,4,7
106,12,53,8,38,30,23.77358490566038,21.18421052631579,1,2,0,2,3,4
106,13,50,15,28,21,28.7,15.678571428571429,1,6,3,3,2,3
106,14,51,9,31,26,22.764705882352942,14.129032258064516,1,3,1,2,3,8
106,15,42,6,26,22,40.26190476190476,24.5,1,8,6,2,6,10
106,16,47,6,32,26,27.06382978723404,15.59375,1,4,2,2,3,5
106,17,59,16,45,30,25.389830508474578,15.355555555555556,1,9,2,7,7,9
106,18,46,6,20,18,32.26086956521739,20.8,1,5,3,2,2,1
106,19,48,11,27,22,24.458333333333332,17.296296296296298,1,4,3,1,4,4
106,20,52,13,28,21,29.615384615384617,13.535714285714286,1,4,0,4,4,5
107,1,50,14,34,29,35.58,22.205882352941178,1,4,2,2,1,5
107,2,47,7,30,27,31.319148936170212,24.733333333333334,1,3,1,2,3,6
107,3,57,10,26,20,28.07017543859649,20.153846153846153,1,5,1,4,1,1
107,4,50,11,38,29,26.46,19.736842105263158,1,1,0,1,4,5
107,5,45,11,23,16,27.755555555555556,20.47826086956522,1,6,4,2,2,5
107,6,52,7,26,20,34.98076923076923,17.46153846153846,1,6,1,5,1,2
107,7,52,21,32,25,16.884615384615383,14.78125,1,4,1,3,6,13
107,8,42,9,28,23,25.30952380952381,22.428571428571427,1,5,2,3,1,3
107,9,50,13,22,17,28.92,19.59090909090909,1,8,5,3,2,3
107,10,59,7,36,30,34.220338983050844,21.666666666666668,1,6,5,1,5,6
107,11,50,7,29,25,31.04,13.241379310344827,1,1,1,0,1,5
107,12,51,7,36,30,23.431372549019606,20.22222222222222,1,2,0,2,4,4
107,13,50,16,28,24,27.2,16.142857142857142,1,5,2,3,2,8
107,14,50,9,33,27,22.48,14.212121212121213,1,4,4,0,3,7
107,15,46,9,30,20,36.82608695652174,21.066666666666666,1,5,2,3,4,12
107,16,47,7,32,27,27.21276595744681,15.59375,1,4,3,1,2,5
107,17,54,14,40,30,24.74074074074074,15.6,1,3,3,0,7,8
107,18,47,8,20,17,31.48936170212766,21.3,1,3,2,1,5,6
107,19,50,11,28,22,22.66,17.535714285714285,1,1,1,0,3,3
107,20,48,12,25,20,32.354166666666664,15.28,1,3,2,1,1,13
108,1,50,12,34,27,35.76,19.5,1,4,3,1,5,8
108,2,46,7,32,27,32.73913043478261,24.09375,1,5,2,3,3,2
108,3,54,8,26,23,27.40740740740741,21.076923076923077,1,5,2,3,2,1
108,4,49,9,37,31,27.79591836734694,20.972972972972972,1,5,3,2,4,7
108,5,47,13,24,18,27.25531914893617,17.0,1,2,2,0,3,5
108,6,48,6,24,21,36.270833333333336,19.25,1,3,1,2,1,3
108,7,50,20,37,24,16.74,12.027027027027026,1,3,3,0,8,9
108,8,41,9,27,24,22.975609756097562,23.51851851851852,1,4,3,1,2,3
108,9,52,13,21,17,28.557692307692307,21.095238095238095,1,8,3,5,2,4
108,10,63,10,40,30,32.698412698412696,20.5,1,6,3,3,6,7
108,11,51,6,29,25,31.431372549019606,14.068965517241379,1,6,2,4,3,3
108,12,49,4,36,30,24.714285714285715,20.5,1,3,2,1,4,2
108,13,49,16,26,22,27.163265306122447,16.346153846153847,1,5,3,2,6,8
108,14,54,10,36,28,21.814814814814813,13.916666666666666,1,1,1,0,4,10
108,15,45,8,30,19,38.37777777777778,21.633333333333333,1,3,2,1,4,4
108,16,49,8,34,29,24.959183673469386,15.647058823529411,1,4,3,1,4,4
108,17,57,16,43,33,24.43859649122807,15.44186046511628,1,2,1,1,8,10
108,18,48,8,22,17,31.708333333333332,20.363636363636363,1,5,2,3,5,4
108,19,51,10,29,24,23.215686274509803,17.82758620689655,1,8,3,5,3,3
108,20,49,12,27,18,32.53061224489796,14.88888888888889,1,3,2,1,6,4
109,1,52,11,37,27,35.01923076923077,18.35135135135135,1,4,1,3,3,3
109,2,45,8,31,25,34.044444444444444,25.580645161290324,1,9,6,3,6,10
109,3,53,8,24,20,27.867924528301888,22.5,1,3,3,0,0,2
109,4,50,9,38,29,27.92,21.13157894736842,1,5,4,1,2,9
109,5,49,13,27,19,27.142857142857142,16.074074074074073,1,2,1,1,3,5
109,6,47,6,24,20,37.12765957446808,19.541666666666668,1,4,3,1,3,2
109,7,53,17,38,29,16.79245283018868,12.447368421052632,1,6,2,4,6,16
109,8,43,8,28,24,22.837209302325583,23.642857142857142,1,4,3,1,0,4
109,9,50,14,22,18,26.06,20.636363636363637,1,3,1,2,4,5
109,10,63,10,41,32,33.12698412698413,20.878048780487806,1,4,1,3,5,9
109,11,49,5,27,23,33.06122448979592,15.296296296296296,1,3,1,2,2,2
109,12,50,5,37,31,24.52,20.10810810810811,1,1,0,1,5,0
109,13,50,14,28,20,27.44,15.857142857142858,1,2,2,0,6,6
109,14,55,10,38,28,22.418181818181818,13.921052631578947,1,3,0,3,5,7
109,15,46,9,29,23,38.52173913043478,23.17241379310345,1,1,1,0,1,4
109,16,51,11,36,31,21.84313725490196,15.722222222222221,1,5,1,4,1,2
109,17,57,14,45,34,25.07017543859649,15.555555555555555,1,10,4,6,9,13
109,18,47,10,21,16,32.319148936170215,21.761904761904763,1,5,4,1,3,7
109,19,49,12,27,22,22.73469387755102,16.22222222222222,1,10,3,7,4,3
109,20,50,11,27,21,32.4,14.962962962962964,1,2,2,0,8,8
110,1,50,9,35,29,37.26,20.142857142857142,1,2,1,1,2,5
110,2,48,12,35,23,31.125,21.4,1,4,1,3,4,6
110,3,56,9,25,22,27.375,22.6,1,5,1,4,1,3
110,4,53,13,41,32,26.9811320754717,20.170731707317074,1,5,3,2,6,8
110,5,49,9,26,20,27.836734693877553,17.0,1,3,1,2,2,4
110,6,49,9,26,21,33.816326530612244,19.03846153846154,1,1,1,0,3,5
110,7,51,14,38,29,16.666666666666668,11.552631578947368,1,7,2,5,4,8
110,8,45,11,26,23,22.644444444444446,22.884615384615383,1,5,2,3,2,7
110,9,49,12,25,19,27.408163265306122,19.12,1,5,3,2,7,5
110,10,61,9,40,32,33.540983606557376,20.325,1,3,0,3,5,4
110,11,48,5,27,24,32.25,15.444444444444445,1,2,1,1,3,1
110,12,49,5,36,31,25.3265306122449,20.72222222222222,1,7,5,2,8,4
110,13,52,14,32,24,27.384615384615383,14.875,1,6,4,2,5,10
110,14,52,9,36,31,21.826923076923077,14.777777777777779,1,4,3,1,3,9
110,15,47,10,30,25,38.702127659574465,23.366666666666667,1,2,1,1,4,9
110,16,48,10,33,30,23.479166666666668,17.424242424242426,1,5,2,3,5,5
110,17,55,11,43,32,25.454545454545453,16.27906976744186,1,15,7,8,4,9
110,18,50,13,22,16,30.9,21.636363636363637,1,7,3,4,3,5
110,19,45,9,24,20,22.333333333333332,14.541666666666666,1,4,2,2,4,5
110,20,52,8,30,21,32.15384615384615,14.333333333333334,1,3,2,1,2,4
111,1,50,8,35,29,38.02,20.685714285714287,1,4,2,2,4,2
111,2,46,10,34,25,33.108695652173914,22.5,1,5,2,3,3,5
111,3,53,6,25,22,29.20754716981132,23.08,1,5,3,2,2,2
111,4,54,15,42,29,27.074074074074073,20.38095238095238,1,2,0,2,6,6
111,5,48,10,27,22,29.041666666666668,17.25925925925926,1,2,1,1,3,3
111,6,50,8,28,22,34.14,18.642857142857142,1,4,2,2,4,6
111,7,48,15,36,28,14.5,11.75,1,6,1,5,5,9
111,8,44,10,26,21,22.454545454545453,21.346153846153847,1,10,6,4,2,4
111,9,50,12,25,18,27.32,19.24,1,2,2,0,3,10
111,10,58,8,37,29,35.241379310344826,21.37837837837838,1,4,1,3,4,8
111,11,48,6,26,23,32.375,15.461538461538462,1,2,1,1,3,4
111,12,52,7,37,29,24.28846153846154,20.56756756756757,1,3,2,1,3,5
111,13,54,13,32,23,26.74074074074074,14.8125,1,2,0,2,4,7
111,14,54,9,37,29,21.925925925925927,15.135135135135135,1,3,2,1,3,7
111,15,47,9,31,22,38.851063829787236,22.129032258064516,1,4,2,2,1,2
111,16,47,9,34,28,24.319148936170212,17.58823529411765,1,4,2,2,5,7
111,17,54,15,42,32,23.74074074074074,14.071428571428571,1,3,0,3,9,9
111,18,49,14,22,17,31.163265306122447,21.5,1,5,1,4,3,5
111,19,45,10,23,18,22.4,14.478260869565217,1,3,1,2,4,5
111,20,53,8,29,25,32.43396226415094,15.620689655172415,1,5,3,2,3,7
112,1,50,7,36,29,38.9,21.0,1,5,3,2,3,8
112,2,45,10,33,24,34.333333333333336,23.666666666666668,1,5,0,5,2,3
112,3,54,8,27,24,29.40740740740741,22.444444444444443,1,5,3,2,1,6
112,4,52,9,41,32,27.71153846153846,20.048780487804876,1,6,2,4,2,4
112,5,48,9,27,22,29.25,16.666666666666668,1,3,0,3,3,4
112,6,50,8,28,21,33.38,16.678571428571427,1,7,5,2,4,7
112,7,44,9,36,28,15.227272727272727,11.805555555555555,1,1,1,0,1,5
112,8,46,14,25,20,20.73913043478261,20.24,1,4,3,1,2,5
112,9,52,14,27,18,27.26923076923077,18.51851851851852,1,5,3,2,3,3
112,10,56,7,36,29,36.875,22.194444444444443,1,7,3,4,6,7
112,11,48,6,27,23,33.041666666666664,15.814814814814815,1,6,5,1,3,4
112,12,53,9,37,31,23.358490566037737,19.405405405405407,1,4,0,4,6,7
112,13,52,10,33,26,27.73076923076923,15.212121212121213,1,1,1,0,6,5
112,14,55,10,37,30,22.0,15.324324324324325,1,7,4,3,4,12
112,15,47,7,29,24,38.638297872340424,22.689655172413794,1,6,3,3,2,2
112,16,47,11,33,26,24.872340425531913,18.545454545454547,1,4,3,1,5,9
112,17,51,14,43,34,24.862745098039216,14.534883720930232,1,3,1,2,7,11
112,18,46,11,22,16,33.30434782608695,22.181818181818183,1,3,0,3,1,1
112,19,44,9,23,19,23.454545454545453,14.956521739130435,1,3,2,1,3,2
112,20,54,10,27,24,32.425925925925924,17.0,1,4,1,3,3,5
113,1,51,7,37,30,36.666666666666664,21.324324324324323,1,6,3,3,3,7
113,2,40,7,29,23,38.45,23.93103448275862,1,5,3,2,3,5
113,3,55,9,27,21,29.10909090909091,21.85185185185185,1,0,0,0,3,1
113,4,50,11,37,33,27.76,18.783783783783782,1,3,2,1,6,6
113,5,45,4,26,20,31.68888888888889,17.423076923076923,1,3,1,2,1,3
113,6,53,11,29,22,31.943396226415093,16.24137931034483,1,5,2,3,6,4
113,7,45,9,37,34,15.88888888888889,12.432432432432432,1,3,1,2,3,6
113,8,48,15,26,20,20.729166666666668,20.307692307692307,1,3,2,1,2,3
113,9,53,11,26,20,26.867924528301888,18.423076923076923,1,7,4,3,4,4
113,10,55,6,37,27,37.163636363636364,22.027027027027028,1,2,1,1,3,2
113,11,52,10,30,25,31.26923076923077,15.266666666666667,1,2,1,1,5,4
113,12,49,8,35,28,23.93877551020408,18.885714285714286,1,7,4,3,4,8
113,13,53,10,34,27,28.20754716981132,15.588235294117647,1,10,3,7,3,8
113,14,56,10,38,29,21.089285714285715,14.210526315789474,1,4,1,3,3,3
113,15,47,8,29,23,38.680851063829785,22.379310344827587,1,3,2,1,3,3
113,16,49,11,34,28,24.653061224489797,18.764705882352942,1,7,3,4,5,7
113,17,50,11,41,31,26.14,15.731707317073171,1,2,0,2,3,5
113,18,43,9,21,18,35.72093023255814,23.047619047619047,1,1,1,0,3,2
113,19,45,10,23,20,23.444444444444443,15.826086956521738,1,4,2,2,3,2
113,20,52,9,29,23,32.15384615384615,16.724137931034484,1,3,1,2,5,3
114,1,51,8,36,31,33.21568627450981,21.75,1,6,5,1,4,4
114,2,41,8,28,23,36.41463414634146,22.785714285714285,1,5,2,3,3,2
114,3,55,7,26,23,30.10909090909091,20.23076923076923,1,3,0,3,0,1
114,4,51,10,38,31,27.607843137254903,18.342105263157894,1,4,0,4,2,3
114,5,44,3,26,22,31.863636363636363,18.153846153846153,1,3,3,0,1,3
114,6,52,12,30,22,33.0,16.333333333333332,1,2,2,0,9,10
114,7,44,6,36,32,17.045454545454547,13.527777777777779,1,4,2,2,2,5
114,8,49,15,26,22,20.632653061224488,21.153846153846153,1,0,0,0,1,4
114,9,54,11,27,19,26.925925925925927,18.333333333333332,1,3,3,0,6,5
114,10,55,6,36,31,36.63636363636363,21.333333333333332,1,5,4,1,4,1
114,11,52,9,32,26,32.03846153846154,15.25,1,3,1,2,3,2
114,12,50,9,33,26,23.8,20.09090909090909,1,3,2,1,2,2
114,13,49,9,29,22,29.285714285714285,16.137931034482758,1,8,4,4,4,5
114,14,54,9,38,34,22.12962962962963,15.078947368421053,1,5,2,3,4,5
114,15,48,9,30,24,38.5,22.166666666666668,1,3,3,0,3,3
114,16,48,11,32,26,24.479166666666668,19.25,1,7,5,2,7,4
114,17,48,9,39,33,27.9375,17.153846153846153,1,5,2,3,5,7
114,18,44,8,22,18,35.90909090909091,22.954545454545453,1,5,1,4,0,0
114,19,45,9,23,19,24.08888888888889,16.26086956521739,1,3,1,2,4,9
114,20,51,8,28,23,33.568627450980394,17.964285714285715,1,1,1,0,4,5
115,1,55,12,38,31,30.89090909090909,20.42105263157895,1,5,2,3,5,7
115,2,40,6,26,21,37.375,24.0,1,3,2,1,0,4
115,3,52,7,24,23,31.403846153846153,20.75,1,2,1,1,1,2
115,4,47,7,35,30,29.5531914893617,19.17142857142857,1,3,2,1,2,6
115,5,47,6,26,23,30.829787234042552,15.76923076923077,1,5,3,2,4,7
115,6,54,12,33,23,32.77777777777778,15.727272727272727,1,3,3,0,6,13
115,7,44,7,35,30,17.65909090909091,14.542857142857143,1,4,3,1,3,5
115,8,49,12,29,24,21.632653061224488,20.0,1,4,4,0,1,5
115,9,57,13,30,21,26.50877192982456,17.366666666666667,1,3,1,2,1,1
115,10,58,9,37,31,35.46551724137931,19.08108108108108,1,3,3,0,6,7
115,11,51,8,31,28,33.19607843137255,16.06451612903226,1,2,2,0,4,6
115,12,51,11,33,28,23.80392156862745,20.303030303030305,1,2,0,2,1,7
115,13,49,10,29,24,29.0,15.517241379310345,1,5,3,2,4,3
115,14,53,11,38,33,21.547169811320753,15.894736842105264,1,2,2,0,4,8
115,15,51,11,32,25,37.23529411764706,21.71875,1,4,3,1,2,6
115,16,51,15,35,26,23.352941176470587,17.65714285714286,1,6,2,4,5,6
115,17,47,8,39,32,26.574468085106382,15.102564102564102,1,7,5,2,7,5
115,18,41,6,19,18,33.1219512195122,23.736842105263158,1,6,4,2,1,1
115,19,44,8,23,17,25.204545454545453,16.47826086956522,1,4,3,1,0,7
115,20,52,7,29,24,33.92307692307692,18.24137931034483,1,4,4,0,2,5
