year,river,numSuitablePatches,numRejuvPatches,numPopPatches,numFertilePop,avgPatchAge,avgPopAge,populated,turned,turned_suitable,turned_unsuitable,sddEvents,lddEvents
55,6,49,11,19,18,27.918367346938776,14.473684210526315,1,4,3,1,2,5
55,7,42,6,25,22,31.785714285714285,23.32,1,6,4,2,3,6
55,8,56,15,43,30,23.732142857142858,15.046511627906977,1,5,2,3,6,6
55,9,55,11,28,22,30.581818181818182,20.642857142857142,1,5,2,3,3,8
55,10,59,11,36,32,27.728813559322035,17.75,1,3,1,2,4,6
55,11,55,10,29,23,25.436363636363637,17.551724137931036,1,1,1,0,1,3
55,12,46,7,31,25,29.02173913043478,16.580645161290324,1,3,3,0,6,3
55,13,50,9,26,21,33.7,19.576923076923077,1,5,2,3,2,6
55,14,45,9,27,24,27.822222222222223,15.777777777777779,1,4,2,2,2,1
55,15,49,11,24,19,28.73469387755102,12.333333333333334,1,4,2,2,3,8
55,16,61,12,41,31,27.21311475409836,15.414634146341463,1,5,1,4,2,4
55,17,43,8,28,26,31.697674418604652,18.214285714285715,1,1,1,0,2,7
55,18,46,13,11,7,24.956521739130434,23.636363636363637,1,4,1,3,0,1
55,19,56,9,29,25,34.80357142857143,20.586206896551722,1,5,5,0,1,4
55,20,52,11,20,17,33.32692307692308,14.95,1,3,0,3,1,2
56,1,50,8,33,27,39.58,17.96969696969697,1,4,3,1,2,4
56,2,57,12,44,36,25.385964912280702,18.068181818181817,1,5,1,4,2,8
56,3,56,11,25,21,38.839285714285715,18.6,1,4,1,3,0,4
56,4,47,8,29,23,35.723404255319146,18.517241379310345,1,4,3,1,6,5
56,5,52,9,32,26,26.48076923076923,12.46875,1,7,3,4,6,7
56,6,51,10,20,15,27.764705882352942,14.35,1,6,2,4,0,1
56,7,44,7,26,20,30.318181818181817,21.692307692307693,1,3,1,2,1,7
56,8,55,12,43,36,24.4,15.790697674418604,1,1,1,0,4,8
56,9,54,9,29,22,31.462962962962962,20.551724137931036,1,2,2,0,5,11
56,10,58,11,34,30,28.82758620689655,19.147058823529413,1,8,3,5,2,8
56,11,56,10,30,26,25.982142857142858,17.933333333333334,1,2,1,1,4,7
56,12,49,10,34,28,28.244897959183675,16.11764705882353,1,7,4,3,4,6
56,13,49,11,25,18,33.16326530612245,15.64,1,3,2,1,2,5
56,14,45,9,27,24,28.266666666666666,16.185185185185187,1,6,2,4,3,3
56,15,49,12,24,17,29.408163265306122,12.875,1,4,2,2,5,7
56,16,58,9,39,35,27.25862068965517,16.641025641025642,1,8,4,4,6,5
56,17,44,5,31,27,31.977272727272727,17.516129032258064,1,2,0,2,2,1
56,18,44,14,11,9,24.113636363636363,24.545454545454547,1,5,4,1,2,3
56,19,61,10,30,26,32.950819672131146,18.433333333333334,1,4,1,3,4,4
56,20,49,8,18,16,35.285714285714285,16.22222222222222,1,6,2,4,0,0
57,1,52,10,33,28,38.84615384615385,18.636363636363637,1,2,0,2,5,7
57,2,54,11,41,35,26.61111111111111,19.024390243902438,1,4,3,1,3,9
57,3,54,7,23,20,41.05555555555556,20.695652173913043,1,5,3,2,2,0
57,4,49,10,29,23,34.87755102040816,18.82758620689655,1,2,2,0,7,5
57,5,51,9,32,25,26.254901960784313,12.75,1,2,0,2,2,1
57,6,49,8,19,18,28.836734693877553,15.631578947368421,1,4,1,3,1,1
57,7,43,7,28,22,31.627906976744185,21.071428571428573,1,4,2,2,1,3
57,8,56,11,44,36,24.964285714285715,16.227272727272727,1,7,1,6,2,3
57,9,56,9,30,22,31.339285714285715,20.666666666666668,1,0,0,0,7,7
57,10,56,10,33,27,29.75,19.333333333333332,1,3,1,2,3,5
57,11,56,9,33,26,26.785714285714285,17.272727272727273,1,4,2,2,2,6
57,12,50,12,34,28,25.88,16.352941176470587,1,3,3,0,7,7
57,13,50,10,25,17,32.6,14.72,1,6,4,2,0,2
57,14,43,10,25,21,26.58139534883721,17.68,1,1,1,0,3,8
57,15,49,11,26,20,29.551020408163264,12.807692307692308,1,10,5,5,5,10
57,16,58,12,40,32,27.46551724137931,16.575,1,6,2,4,5,7
57,17,42,3,29,27,34.19047619047619,19.17241379310345,1,4,3,1,3,3
57,18,47,14,11,8,23.425531914893618,17.636363636363637,1,4,2,2,0,1
57,19,59,10,31,26,31.88135593220339,17.612903225806452,1,5,3,2,1,4
57,20,47,5,17,17,36.808510638297875,18.0,1,4,1,3,0,1
58,1,50,8,34,27,38.56,18.029411764705884,1,3,2,1,4,6
58,2,56,13,43,35,26.517857142857142,18.930232558139537,1,3,2,1,2,12
58,3,55,9,23,21,39.981818181818184,21.130434782608695,1,4,1,3,0,4
58,4,51,11,29,23,34.509803921568626,19.620689655172413,1,0,0,0,2,5
58,5,49,7,30,28,27.877551020408163,13.933333333333334,1,4,3,1,1,3
58,6,47,9,18,16,29.851063829787233,15.38888888888889,1,3,1,2,0,2
58,7,43,8,26,22,31.88372093023256,21.23076923076923,1,6,3,3,1,5
58,8,51,7,40,37,26.294117647058822,17.05,1,8,3,5,2,5
58,9,56,7,30,24,32.339285714285715,21.5,1,3,2,1,3,7
58,10,55,11,32,28,30.036363636363635,19.5,1,3,2,1,2,7
58,11,56,9,34,28,27.303571428571427,17.352941176470587,1,6,4,2,5,5
58,12,53,15,37,28,25.41509433962264,15.91891891891892,1,3,1,2,6,9
58,13,52,10,25,22,32.17307692307692,15.64,1,3,3,0,2,5
58,14,44,10,28,23,26.977272727272727,16.821428571428573,1,6,3,3,5,9
58,15,49,14,25,17,29.408163265306122,12.76,1,6,2,4,2,5
58,16,56,12,38,31,28.428571428571427,17.05263157894737,1,4,0,4,4,2
58,17,44,5,31,26,33.45454545454545,18.838709677419356,1,5,2,3,2,3
58,18,47,13,11,10,24.382978723404257,18.545454545454547,1,4,2,2,1,1
58,19,60,10,31,26,32.03333333333333,17.93548387096774,1,4,2,2,4,4
58,20,45,5,16,15,38.355555555555554,19.0,1,7,5,2,0,4
59,1,51,8,35,29,38.745098039215684,18.34285714285714,1,4,3,1,7,8
59,2,57,10,43,34,26.56140350877193,19.186046511627907,1,6,3,3,5,8
59,3,53,8,23,20,42.113207547169814,21.782608695652176,1,0,0,0,0,3
59,4,51,10,30,25,35.509803921568626,19.866666666666667,1,1,1,0,5,7
59,5,51,8,31,27,27.745098039215687,14.35483870967742,1,7,3,4,4,6
59,6,46,8,18,16,28.695652173913043,16.166666666666668,1,2,1,1,3,3
59,7,43,9,25,20,32.372093023255815,22.28,1,4,3,1,2,6
59,8,49,8,39,33,24.897959183673468,17.256410256410255,1,1,0,1,2,5
59,9,57,6,30,24,32.63157894736842,22.233333333333334,1,5,4,1,3,5
59,10,56,11,31,27,30.214285714285715,20.612903225806452,1,3,2,1,2,4
59,11,58,12,34,27,26.43103448275862,16.91176470588235,1,8,3,5,5,4
59,12,52,13,37,28,26.46153846153846,16.216216216216218,1,4,3,1,5,11
59,13,55,12,27,20,31.418181818181818,15.333333333333334,1,3,2,1,4,10
59,14,44,10,29,22,26.795454545454547,15.827586206896552,1,4,2,2,3,5
59,15,47,13,25,19,28.72340425531915,12.84,1,7,4,3,2,4
59,16,52,7,34,30,30.25,18.205882352941178,1,5,2,3,3,5
59,17,43,7,30,28,32.41860465116279,19.5,1,6,3,3,2,5
59,18,47,11,13,11,25.21276595744681,16.846153846153847,1,3,1,2,2,0
59,19,60,10,32,26,30.466666666666665,17.21875,1,4,2,2,8,10
59,20,48,9,19,15,34.729166666666664,17.105263157894736,1,9,4,5,1,1
60,1,53,9,36,27,38.0188679245283,18.27777777777778,1,2,1,1,4,2
60,2,57,11,42,36,26.24561403508772,19.595238095238095,1,4,3,1,7,6
60,3,53,7,23,21,43.113207547169814,22.652173913043477,1,6,4,2,1,0
60,4,52,7,33,25,35.82692307692308,18.96969696969697,1,5,3,2,4,6
60,5,50,10,33,28,25.64,14.393939393939394,1,5,3,2,4,5
60,6,46,8,19,17,28.608695652173914,16.31578947368421,1,5,4,1,1,0
60,7,45,11,27,21,31.644444444444446,21.555555555555557,1,5,3,2,2,7
60,8,48,5,38,34,26.395833333333332,18.5,1,5,2,3,1,3
60,9,60,10,31,24,31.566666666666666,22.387096774193548,1,1,0,1,3,2
60,10,57,9,33,28,30.140350877192983,20.333333333333332,1,4,3,1,1,2
60,11,56,11,32,25,26.553571428571427,17.9375,1,3,2,1,8,3
60,12,54,14,40,29,26.11111111111111,15.85,1,8,3,5,7,11
60,13,56,13,30,22,31.5,14.3,1,6,2,4,5,5
60,14,44,10,29,24,27.522727272727273,16.655172413793103,1,5,2,3,3,9
60,15,48,13,25,19,28.583333333333332,12.84,1,2,1,1,2,3
60,16,51,7,35,30,29.431372549019606,18.542857142857144,1,2,1,1,3,4
60,17,43,9,29,25,31.093023255813954,18.0,1,7,2,5,0,2
60,18,46,7,13,11,26.304347826086957,17.692307692307693,1,6,3,3,0,1
60,19,60,12,34,26,30.516666666666666,17.029411764705884,1,4,1,3,7,8
60,20,47,10,17,16,34.40425531914894,17.0,1,5,2,3,2,4
61,1,53,9,35,31,38.75471698113208,19.314285714285713,1,7,3,4,3,4
61,2,59,12,45,38,26.23728813559322,19.244444444444444,1,7,3,4,5,5
61,3,55,9,23,22,41.30909090909091,23.608695652173914,1,3,2,1,2,4
61,4,53,9,34,28,34.471698113207545,17.88235294117647,1,2,2,0,3,3
61,5,51,11,32,27,25.313725490196077,14.65625,1,6,0,6,2,4
61,6,49,9,19,18,27.346938775510203,17.263157894736842,1,5,4,1,3,8
61,7,46,10,27,20,30.73913043478261,20.444444444444443,1,6,4,2,3,5
61,8,47,5,37,34,26.51063829787234,18.216216216216218,1,3,1,2,1,1
61,9,59,7,30,25,33.08474576271186,21.466666666666665,1,6,4,2,1,6
61,10,59,11,34,32,29.88135593220339,20.735294117647058,1,4,2,2,1,5
61,11,57,11,35,25,27.05263157894737,17.257142857142856,1,9,2,7,4,6
61,12,52,14,37,28,26.5,16.972972972972972,1,5,1,4,4,8
61,13,54,13,28,20,32.611111111111114,14.928571428571429,1,5,2,3,4,3
61,14,43,10,27,21,27.58139534883721,16.48148148148148,1,2,2,0,4,5
61,15,48,11,25,22,29.520833333333332,13.72,1,4,1,3,2,7
61,16,51,7,34,29,30.294117647058822,19.647058823529413,1,1,1,0,2,4
61,17,40,10,27,25,31.5,18.555555555555557,1,4,4,0,3,7
61,18,46,9,14,13,26.47826086956522,17.5,1,8,6,2,0,0
61,19,58,8,32,26,30.24137931034483,18.4375,1,2,1,1,6,7
61,20,46,10,16,14,35.891304347826086,18.6875,1,0,0,0,2,1
62,1,52,8,33,27,39.75,20.454545454545453,1,2,0,2,7,3
62,2,58,12,46,37,26.896551724137932,18.97826086956522,1,2,0,2,4,3
62,3,56,10,25,21,41.17857142857143,22.68,1,3,1,2,1,2
62,4,55,8,34,29,34.21818181818182,18.735294117647058,1,6,0,6,2,6
62,5,45,8,30,28,27.244444444444444,14.666666666666666,1,4,2,2,3,3
62,6,52,11,23,16,25.057692307692307,15.26086956521739,1,4,3,1,2,2
62,7,48,13,29,25,29.875,19.379310344827587,1,2,2,0,6,11
62,8,46,6,36,34,27.58695652173913,19.305555555555557,1,5,3,2,3,9
62,9,61,9,30,25,32.16393442622951,22.0,1,4,2,2,3,6
62,10,59,10,34,31,30.135593220338983,20.705882352941178,1,0,0,0,2,6
62,11,52,10,30,23,28.5,18.266666666666666,1,4,3,1,4,5
62,12,49,11,37,28,26.26530612244898,17.0,1,2,0,2,4,4
62,13,53,13,28,21,32.735849056603776,15.357142857142858,1,6,1,5,3,5
62,14,45,10,29,23,27.355555555555554,16.24137931034483,1,9,6,3,5,12
62,15,46,10,25,19,28.543478260869566,14.0,1,7,5,2,3,4
62,16,52,5,34,30,30.71153846153846,20.529411764705884,1,1,0,1,2,3
62,17,44,14,32,24,29.636363636363637,16.5625,1,6,3,3,2,5
62,18,50,12,14,14,25.02,18.5,1,4,2,2,0,1
62,19,58,9,33,27,31.137931034482758,18.727272727272727,1,7,3,4,4,4
62,20,46,9,16,15,36.891304347826086,19.625,1,2,1,1,1,1
63,1,50,7,34,28,40.32,20.735294117647058,1,7,6,1,8,12
63,2,56,9,45,40,28.678571428571427,20.133333333333333,1,3,2,1,7,5
63,3,55,8,23,21,41.29090909090909,21.91304347826087,1,4,2,2,0,2
63,4,49,5,31,26,35.204081632653065,19.225806451612904,1,4,3,1,1,3
63,5,45,10,30,25,27.022222222222222,13.966666666666667,1,3,2,1,2,6
63,6,54,13,24,20,24.64814814814815,15.583333333333334,1,2,1,1,2,4
63,7,50,14,32,24,29.68,18.40625,1,6,2,4,2,8
63,8,47,8,36,31,25.48936170212766,19.88888888888889,1,3,0,3,2,4
63,9,61,11,28,25,32.40983606557377,21.357142857142858,1,4,2,2,1,3
63,10,59,9,37,31,31.135593220338983,20.0,1,4,1,3,2,7
63,11,54,11,29,24,28.037037037037038,16.20689655172414,1,3,3,0,3,4
63,12,47,7,38,31,26.72340425531915,17.42105263157895,1,6,3,3,3,6
63,13,49,9,27,21,30.979591836734695,13.296296296296296,1,4,2,2,3,2
63,14,48,15,29,20,25.666666666666668,15.89655172413793,1,6,2,4,5,4
63,15,49,10,27,22,27.6734693877551,13.925925925925926,1,3,1,2,2,1
63,16,51,4,37,31,31.705882352941178,19.89189189189189,1,3,0,3,2,1
63,17,44,14,30,25,28.772727272727273,16.133333333333333,1,5,3,2,5,7
63,18,50,14,15,14,24.8,18.333333333333332,1,4,2,2,0,1
63,19,57,8,30,24,31.105263157894736,18.933333333333334,1,2,2,0,1,3
63,20,46,9,16,14,37.80434782608695,20.4375,1,7,2,5,1,3
64,1,55,11,37,29,37.61818181818182,20.0,1,5,3,2,5,13
64,2,57,9,45,38,28.92982456140351,20.733333333333334,1,7,2,5,6,8
64,3,55,8,21,19,41.10909090909091,22.0,1,7,2,5,0,1
64,4,51,8,31,29,33.94117647058823,18.903225806451612,1,2,1,1,4,10
64,5,46,9,29,24,27.02173913043478,14.758620689655173,1,1,1,0,3,6
64,6,54,13,26,21,25.055555555555557,15.346153846153847,1,5,2,3,5,8
64,7,48,11,32,25,29.458333333333332,19.0625,1,4,3,1,2,6
64,8,44,6,34,31,25.704545454545453,19.91176470588235,1,3,1,2,2,6
64,9,61,11,27,24,33.09836065573771,22.88888888888889,1,7,2,5,0,6
64,10,57,7,39,32,32.92982456140351,19.871794871794872,1,7,3,4,2,3
64,11,57,12,30,24,27.56140350877193,16.466666666666665,1,4,1,3,3,2
64,12,47,9,35,30,26.70212765957447,18.714285714285715,1,3,2,1,2,7
64,13,49,7,26,23,31.489795918367346,14.076923076923077,1,6,3,3,2,5
64,14,46,12,26,19,25.695652173913043,18.153846153846153,1,3,1,2,2,4
64,15,48,9,27,25,29.041666666666668,14.703703703703704,1,5,3,2,3,5
64,16,48,4,37,33,30.791666666666668,20.81081081081081,1,1,0,1,2,2
64,17,45,15,33,23,28.31111111111111,15.272727272727273,1,6,4,2,3,7
64,18,50,14,16,15,25.42,18.25,1,5,4,1,2,3
64,19,59,9,31,27,31.050847457627118,19.258064516129032,1,2,0,2,3,1
64,20,43,7,17,14,39.13953488372093,20.176470588235293,1,0,0,0,3,2
65,1,56,11,39,30,37.80357142857143,19.82051282051282,1,2,1,1,6,5
65,2,54,7,43,36,28.87037037037037,19.627906976744185,1,3,2,1,7,7
65,3,52,10,19,18,41.51923076923077,22.42105263157895,1,3,0,3,0,1
65,4,51,8,35,26,34.78431372549019,17.62857142857143,1,9,5,4,5,11
65,5,47,7,30,26,27.4468085106383,15.2,1,5,1,4,0,3
65,6,53,14,27,19,24.849056603773583,15.074074074074074,1,4,2,2,3,4
65,7,50,12,33,27,29.08,19.181818181818183,1,8,4,4,5,5
65,8,43,7,34,28,24.627906976744185,19.41176470588235,1,5,3,2,5,7
65,9,58,8,28,23,35.1551724137931,22.678571428571427,1,4,1,3,3,3
65,10,56,7,37,33,33.05357142857143,20.027027027027028,1,5,2,3,1,8
65,11,55,10,28,25,29.2,18.142857142857142,1,5,3,2,3,4
65,12,48,8,35,30,26.6875,19.085714285714285,1,4,2,2,4,2
65,13,49,9,27,22,31.653061224489797,13.74074074074074,1,4,2,2,4,8
65,14,45,11,25,21,26.22222222222222,18.08,1,6,5,1,3,6
65,15,49,10,27,21,29.102040816326532,15.185185185185185,1,5,2,3,5,1
65,16,47,2,36,33,31.382978723404257,21.055555555555557,1,5,4,1,2,1
65,17,47,15,33,26,27.361702127659573,15.090909090909092,1,4,1,3,2,7
65,18,53,17,17,14,24.69811320754717,17.41176470588235,1,3,0,3,1,3
65,19,57,6,30,26,32.91228070175438,20.466666666666665,1,2,1,1,3,2
65,20,43,5,17,14,40.13953488372093,21.0,1,5,3,2,4,3
66,1,56,11,40,31,38.67857142857143,20.1,1,5,0,5,3,7
66,2,55,7,43,36,28.8,19.88372093023256,1,8,7,1,7,5
66,3,49,7,17,16,43.775510204081634,23.352941176470587,1,5,2,3,0,1
66,4,52,9,36,27,34.57692307692308,17.944444444444443,1,4,0,4,1,7
66,5,44,6,28,25,27.772727272727273,15.785714285714286,1,2,1,1,2,3
66,6,53,11,26,21,25.28301886792453,16.346153846153847,1,1,0,1,1,3
66,7,50,13,31,25,28.92,19.677419354838708,1,5,1,4,1,7
66,8,44,7,37,30,24.522727272727273,18.83783783783784,1,3,1,2,3,7
66,9,56,9,26,23,34.482142857142854,23.653846153846153,1,6,2,4,3,1
66,10,55,6,36,31,32.89090909090909,21.305555555555557,1,3,1,2,1,1
66,11,56,11,28,24,27.482142857142858,18.678571428571427,1,1,0,1,3,5
66,12,48,8,36,31,26.291666666666668,18.194444444444443,1,2,1,1,3,1
66,13,49,10,28,21,29.428571428571427,13.285714285714286,1,3,1,2,3,5
66,14,49,14,26,20,24.877551020408163,17.96153846153846,1,4,2,2,1,3
66,15,48,11,27,23,29.5,15.481481481481481,1,8,7,1,6,10
66,16,50,5,36,33,29.42,18.666666666666668,1,5,2,3,5,5
66,17,45,13,30,25,28.77777777777778,16.366666666666667,1,5,3,2,3,9
66,18,50,13,17,14,26.46,18.176470588235293,1,3,2,1,4,4
66,19,57,5,28,25,33.85964912280702,20.357142857142858,1,4,2,2,2,3
66,20,44,6,17,13,39.79545454545455,21.058823529411764,1,6,4,2,2,3
67,1,51,8,37,29,41.92156862745098,21.675675675675677,1,4,2,2,2,10
67,2,61,12,47,39,26.59016393442623,19.19148936170213,1,4,1,3,5,14
67,3,48,7,17,16,41.041666666666664,23.705882352941178,1,3,2,1,2,2
67,4,48,8,35,30,34.75,17.571428571428573,1,7,5,2,5,10
67,5,44,7,29,25,27.954545454545453,16.137931034482758,1,5,4,1,5,2
67,6,52,8,25,22,26.48076923076923,17.36,1,2,0,2,1,5
67,7,47,10,30,25,30.638297872340427,20.633333333333333,1,5,4,1,6,9
67,8,43,8,36,30,24.209302325581394,18.083333333333332,1,5,4,1,8,4
67,9,54,7,23,21,35.72222222222222,25.695652173913043,1,2,1,1,4,3
67,10,54,7,34,32,33.74074074074074,22.5,1,6,2,4,2,3
67,11,55,9,29,24,28.672727272727272,18.448275862068964,1,8,3,5,3,4
67,12,48,8,36,33,27.020833333333332,18.916666666666668,1,3,1,2,3,3
67,13,48,8,27,20,30.791666666666668,14.25925925925926,1,3,3,0,6,6
67,14,49,15,25,22,25.510204081632654,19.16,1,3,0,3,1,3
67,15,54,17,29,21,26.925925925925927,14.827586206896552,1,3,2,1,8,7
67,16,49,6,37,32,28.428571428571427,16.675675675675677,1,3,1,2,4,4
67,17,46,14,30,22,28.130434782608695,15.733333333333333,1,3,1,2,2,1
67,18,51,9,18,15,26.58823529411765,18.11111111111111,1,6,2,4,3,3
67,19,57,6,28,26,34.421052631578945,21.071428571428573,1,4,1,3,3,1
67,20,46,10,18,14,38.21739130434783,20.055555555555557,1,5,2,3,1,7
68,1,51,10,37,29,41.6078431372549,20.972972972972972,1,7,2,5,3,7
68,2,59,12,47,37,27.779661016949152,19.340425531914892,1,1,1,0,6,8
68,3,49,8,18,16,40.61224489795919,23.38888888888889,1,5,4,1,1,4
68,4,51,13,36,27,32.470588235294116,16.416666666666668,1,5,3,2,6,7
68,5,47,9,30,25,26.829787234042552,16.133333333333333,1,8,5,3,4,6
68,6,50,5,24,20,27.42,18.083333333333332,1,2,1,1,0,4
68,7,50,12,31,24,28.56,18.806451612903224,1,6,5,1,3,9
68,8,46,8,39,31,23.58695652173913,17.666666666666668,1,4,2,2,6,8
68,9,54,7,24,22,35.7962962962963,25.625,1,5,3,2,3,4
68,10,52,8,33,29,34.38461538461539,22.181818181818183,1,7,1,6,3,2
68,11,53,10,27,24,28.67924528301887,17.444444444444443,1,4,4,0,1,10
68,12,47,8,35,32,28.25531914893617,20.257142857142856,1,6,4,2,5,4
68,13,51,10,29,24,29.980392156862745,14.241379310344827,1,6,3,3,6,9
68,14,46,9,24,20,26.130434782608695,20.083333333333332,1,7,3,4,0,2
68,15,55,15,31,22,26.90909090909091,13.935483870967742,1,4,2,2,3,9
68,16,48,6,37,33,29.625,17.54054054054054,1,8,3,5,3,4
68,17,45,12,29,26,27.844444444444445,14.551724137931034,1,5,2,3,3,8
68,18,49,9,15,12,27.46938775510204,19.4,1,7,3,4,2,2
68,19,55,6,25,23,35.41818181818182,22.24,1,7,4,3,4,3
68,20,45,11,18,13,39.022222222222226,20.27777777777778,1,5,2,3,2,5
69,1,48,7,35,28,41.666666666666664,21.542857142857144,1,3,1,2,3,3
69,2,60,12,48,40,28.316666666666666,19.8125,1,7,3,4,5,10
69,3,52,10,20,15,38.48076923076923,20.3,1,5,3,2,1,3
69,4,52,14,37,26,32.38461538461539,16.43243243243243,1,1,0,1,5,9
69,5,49,12,31,24,25.897959183673468,15.709677419354838,1,8,4,4,6,7
69,6,50,5,23,20,28.28,19.434782608695652,1,5,4,1,3,2
69,7,54,15,34,25,27.333333333333332,17.970588235294116,1,8,4,4,5,14
69,8,46,10,38,29,23.195652173913043,17.36842105263158,1,4,4,0,4,8
69,9,55,8,24,19,34.92727272727273,23.916666666666668,1,9,3,6,1,4
69,10,47,8,29,26,32.191489361702125,23.551724137931036,1,2,1,1,0,4
69,11,57,11,31,25,27.666666666666668,16.225806451612904,1,2,2,0,6,12
69,12,49,9,37,30,27.632653061224488,19.783783783783782,1,4,3,1,5,3
69,13,51,10,31,24,30.098039215686274,14.193548387096774,1,3,2,1,6,5
69,14,45,10,22,19,26.2,20.454545454545453,1,5,1,4,1,2
69,15,55,16,29,22,27.509090909090908,14.931034482758621,1,2,0,2,5,3
69,16,46,9,34,30,29.847826086956523,18.235294117647058,1,3,2,1,6,4
69,17,44,11,30,23,29.0,14.666666666666666,1,5,3,2,3,6
69,18,48,8,14,11,28.604166666666668,21.0,1,3,3,0,2,2
69,19,56,7,24,21,35.07142857142857,22.833333333333332,1,3,3,0,7,3
69,20,44,11,20,14,37.90909090909091,19.05,1,2,2,0,1,3
70,1,47,5,34,30,42.38297872340426,21.61764705882353,1,4,3,1,2,3
70,2,59,13,48,38,29.033898305084747,20.083333333333332,1,3,2,1,5,12
70,3,53,9,19,16,38.716981132075475,22.105263157894736,1,4,2,2,2,1
70,4,51,13,38,27,33.431372549019606,16.105263157894736,1,3,2,1,5,12
70,5,49,14,33,25,25.0,14.757575757575758,1,1,1,0,5,8
70,6,53,7,23,20,27.50943396226415,20.08695652173913,1,7,1,6,0,0
70,7,54,17,36,24,25.462962962962962,16.88888888888889,1,6,2,4,4,9
70,8,50,13,39,30,22.34,17.76923076923077,1,2,2,0,9,11
70,9,52,9,23,19,35.94230769230769,24.52173913043478,1,9,4,5,4,2
70,10,47,6,29,25,32.680851063829785,23.551724137931036,1,5,3,2,2,1
70,11,59,12,33,24,27.728813559322035,16.03030303030303,1,3,0,3,6,9
70,12,51,11,38,31,27.058823529411764,19.657894736842106,1,4,3,1,3,6
70,13,52,10,31,23,30.346153846153847,14.516129032258064,1,7,4,3,4,6
70,14,42,10,22,18,27.452380952380953,19.863636363636363,1,3,2,1,1,5
70,15,53,11,28,22,29.452830188679247,16.178571428571427,1,4,1,3,2,10
70,16,47,11,37,29,29.872340425531913,17.37837837837838,1,3,2,1,7,8
70,17,45,9,33,27,28.711111111111112,14.333333333333334,1,9,2,7,3,3
70,18,51,9,15,12,27.92156862745098,20.533333333333335,1,5,3,2,1,4
70,19,59,10,28,22,34.28813559322034,20.642857142857142,1,1,0,1,4,4
70,20,46,13,21,17,37.26086956521739,19.047619047619047,1,4,2,2,4,5
71,1,49,8,35,31,41.46938775510204,21.82857142857143,1,2,1,1,4,5
71,2,60,12,49,40,29.533333333333335,20.46938775510204,1,0,0,0,7,8
71,3,53,10,18,15,39.39622641509434,23.5,1,2,0,2,3,4
71,4,52,10,39,27,33.61538461538461,16.307692307692307,1,5,2,3,1,4
71,5,50,14,33,28,25.5,15.606060606060606,1,2,1,1,8,11
71,6,48,4,20,19,30.208333333333332,23.35,1,4,3,1,1,1
71,7,52,14,33,26,27.076923076923077,18.848484848484848,1,5,3,2,6,10
71,8,52,13,42,30,22.48076923076923,17.38095238095238,1,8,3,5,6,10
71,9,51,10,24,19,35.13725490196079,24.333333333333332,1,4,1,3,4,5
71,10,48,8,28,25,31.479166666666668,22.964285714285715,1,5,2,3,2,5
71,11,56,9,32,22,29.357142857142858,16.1875,1,4,3,1,2,4
71,12,53,12,40,32,24.67924528301887,19.575,1,8,2,6,6,3
71,13,53,13,31,24,30.0,14.483870967741936,1,9,5,4,4,6
71,14,43,8,23,18,27.651162790697676,19.82608695652174,1,1,1,0,2,4
71,15,51,10,29,22,30.568627450980394,15.96551724137931,1,5,3,2,4,3
71,16,48,9,38,29,30.229166666666668,17.710526315789473,1,10,6,4,6,6
71,17,40,9,28,25,31.25,15.607142857142858,1,11,5,6,4,9
71,18,52,12,16,12,28.096153846153847,20.1875,1,4,2,2,1,4
71,19,58,10,29,24,35.5,20.275862068965516,1,3,1,2,6,8
71,20,46,11,20,13,35.28260869565217,20.35,1,6,3,3,3,3
72,1,49,9,37,31,41.87755102040816,21.54054054054054,1,5,4,1,5,12
72,2,60,6,49,40,30.533333333333335,21.26530612244898,1,5,2,3,5,1
72,3,51,9,18,14,39.529411764705884,24.22222222222222,1,6,4,2,2,2
72,4,51,12,38,34,31.96078431372549,16.44736842105263,1,5,1,4,4,11
72,5,50,14,32,23,25.6,15.28125,1,5,4,1,5,8
72,6,50,7,21,18,29.3,21.857142857142858,1,8,5,3,2,1
72,7,53,14,36,26,27.452830188679247,18.166666666666668,1,3,0,3,3,8
72,8,50,14,40,30,22.68,17.425,1,8,4,4,5,4
72,9,49,9,23,19,34.142857142857146,24.52173913043478,1,6,4,2,5,6
72,10,47,9,26,22,32.12765957446808,24.23076923076923,1,3,2,1,1,4
72,11,58,11,31,28,29.29310344827586,17.548387096774192,1,4,2,2,6,7
72,12,49,12,37,29,26.612244897959183,21.324324324324323,1,5,2,3,3,9
72,13,54,15,31,24,29.75925925925926,15.03225806451613,1,6,2,4,5,9
72,14,44,7,23,20,28.022727272727273,20.73913043478261,1,3,2,1,0,2
72,15,52,7,29,24,30.75,16.551724137931036,1,2,2,0,3,3
72,16,50,12,38,30,28.78,17.973684210526315,1,8,5,3,6,9
72,17,39,8,29,21,29.53846153846154,13.068965517241379,1,5,2,3,3,1
72,18,52,11,17,12,28.71153846153846,19.764705882352942,1,12,4,8,0,0
72,19,57,9,29,21,36.19298245614035,20.896551724137932,1,6,3,3,5,2
72,20,46,10,18,14,34.34782608695652,19.166666666666668,1,5,3,2,2,3
73,1,52,11,38,29,40.05769230769231,21.289473684210527,1,2,1,1,3,6
73,2,59,7,49,43,30.915254237288135,21.285714285714285,1,3,1,2,6,11
73,3,53,11,19,15,36.716981132075475,23.894736842105264,1,4,2,2,1,2
73,4,48,7,38,26,31.833333333333332,16.55263157894737,1,3,0,3,2,8
